Date,Open,High,Low,Close,Volume
2019-02-06,6.74,6.86,5.7,5.97,2267195
2019-02-05,7.38,7.86,7.38,7.78,637414
2019-02-04,7.2,7.43,7.15,7.37,612753
2019-02-01,7.18,7.22,7.0,7.17,232109
2019-01-31,7.05,7.18,7.0,7.16,215586
2019-01-30,7.07,7.16,6.98,7.04,427990
2019-01-29,6.83,7.06,6.73,7.0,273746
2019-01-28,6.91,7.0,6.67,6.83,243088
2019-01-25,6.68,6.9627,6.68,6.95,245192
2019-01-24,6.43,6.71,6.43,6.63,236269
2019-01-23,6.21,6.5498,6.1843,6.45,271190
2019-01-22,6.05,6.37,6.0,6.2,259413
2019-01-18,5.98,6.13,5.8915,6.05,263367
2019-01-17,5.96,5.99,5.79,5.93,139967
2019-01-16,6.07,6.15,5.92,5.99,250947
2019-01-15,5.88,6.2,5.79,6.1,260923
2019-01-14,5.8,5.92,5.7788,5.88,148478
2019-01-11,5.7,6.025,5.64,5.86,388541
2019-01-10,5.48,5.735,5.37,5.71,250741
2019-01-09,5.49,5.63,5.47,5.54,194556
2019-01-08,5.47,5.69,5.38,5.55,323210
2019-01-07,5.12,5.49,5.05,5.38,246068
2019-01-04,5.01,5.15,4.95,5.12,217582
2019-01-03,4.92,5.08,4.82,4.93,256829
2019-01-02,4.72,5.08,4.69,4.95,272524
